爱和谊 ai'he'yi
壮语 zhuang'yu
壮语从句 zhuang'yu'cong'ju
壮语连词 zhuang'yu'lian'ci
装运次数 zhuang'yun'ci'shu
庄子 zhuang'zi


庄子书内七篇之作 zhuang'zi'shu'nei'qi'pian'zhi'zuo
庄子同样 zhuang'zi'tong'yang
庄子注 zhuang'zi'zhu
追补按金通知 zhui'bu'an'jin'tong'zhi
追风头 zhui'feng'tou
追回税款 zhui'hui'shui'kuan
追加保证金 zhui'jia'bao'zheng'jin
追加备付款项 zhui'jia'bei'fu'kuan'xiang
追加备付款项令 zhui'jia'bei'fu'kuan'xiang'ling
追加拨款 zhui'jia'bo'kuan
追加成本 zhui'jia'cheng'ben
追加股本金 zhui'jia'gu'ben'jin
追加利息 zhui'jia'li'xi
追加预算 zhui'jia'yu'suan
追加支款授 zhui'jia'zhi'kuan'shou
追缴保证金通知 zhui'jiao'bao'zheng'jin'tong'zhi
追收 zhui'shou
追收税款通知书 zhui'shou'shui'kuan'tong'zhi'shu
追税行动 zhui'shui'xing'dong
追溯到 zhui'su'dao
追溯力 zhui'su'li
追溯调整 zhui'su'tiao'zheng
追索补偿 zhui'suo'bu'chang
追索权 zhui'suo'quan
追索行动 zhui'suo'xing'dong
追讨 zhui'tao
追讨遗产税 zhui'tao'yi'chan'shui
赘言 zhui'yan
赘语 zhui'yu
准备工作 zhun'bei'gong'zuo
准备金 zhun'bei'jin
准备金帐户 zhun'bei'jin'zhang'hu
准改组 zhun'gai'zu
准公营公司 zhun'gong'ying'gong'si
准合同 zhun'he'tong
准会员 zhun'hui'yuan
准货币 zhun'huo'bi
准买家 zhun'mai'jia
准确利息 zhun'que'li'xi
准现金资产 zhun'xian'jin'zi'chan
准许利润水平 zhun'xu'li'run'shui'ping
准于撤回复议申请通知书 zhun'yu'che'hui'fu'yi'shen'qing'tong'zhi'shu
准则比率 zhun'ze'bi'lv
准则数字 zhun'ze'shu'zi
准则学 zhun'ze'xue
准则主义 zhun'ze'zhu'yi
着力推进 zhuo'li'tui'jin
酌情補助金 zhuo'qing'bu'zhu'jin
酌情權益 zhuo'qing'quan'yi
酌情資助金 zhuo'qing'zi'zhu'jin
浊塞音 zhuo'se'yin
着手 zhuo'shou

浊音对清音 zhuo'yin'dui'qing'yin
浊音符 zhuo'yin'fu
浊音化 zhuo'yin'hua
着重 zhuo'zhong
着重炼丹 zhuo'zhong'lian'dan
自办发行 zi'ban'fa'xing
资本 zi'ben
资本保持概念 zi'ben'bao'chi'gai'nian
资本保留 zi'ben'bao'liu
资本保证 zi'ben'bao'zheng
资本保值 zi'ben'bao'zhi
资本比率 zi'ben'bi'lv
资本变动分析 zi'ben'bian'dong'fen'xi
资本变更 zi'ben'bian'geng
资本便利账户 zi'ben'bian'li'zhang'hu
资本部分 zi'ben'bu'fen
资本不足 zi'ben'bu'zu
资本财货 zi'ben'cai'huo
资本产值比率 zi'ben'chan'zhi'bi'lv
资本超额 zi'ben'chao'e
资本成本 zi'ben'cheng'ben
资本承担 zi'ben'cheng'dan
资本赤字 zi'ben'chi'zi
资本重组 zi'ben'chong'zu
资本充足比率 zi'ben'chong'zu'bi'lv
资本储备 zi'ben'chu'bei

资本额 zi'ben'e
资本费用 zi'ben'fei'yong
资本分成股份 zi'ben'fen'cheng'gu'fen
资本分配 zi'ben'fen'pei
资本风险 zi'ben'feng'xian
资本负债比率 zi'ben'fu'zhai'bi'lv
资本改组 zi'ben'gai'zu
资本杠杆作用 zi'ben'gang'gan'zuo'yong
资本更改 zi'ben'geng'gai
资本公积 zi'ben'gong'ji
资本公积金 zi'ben'gong'ji'jin
资本公积库藏股票 zi'ben'gong'ji'ku'cang'gu'piao
资本构成 zi'ben'gou'cheng
资本股利 zi'ben'gu'li
资本规模 zi'ben'gui'mo
资本国际化 zi'ben'guo'ji'hua
资本过剩 zi'ben'guo'sheng
资本还原值 zi'ben'hai'yuan'zhi
资本化 zi'ben'hua
资本化比例 zi'ben'hua'bi'li
资本化价值 zi'ben'hua'jia'zhi
资本化率 zi'ben'hua'lv
资本或股本 zi'ben'huo'gu'ben
资本货物 zi'ben'huo'wu
资本基础 zi'ben'ji'chu
资本基金 zi'ben'ji'jin
资本积累 zi'ben'ji'lei

资本价值 zi'ben'jia'zhi
资本减免 zi'ben'jian'mian
资本减损 zi'ben'jian'sun
资本减缩 zi'ben'jian'suo
资本借贷 zi'ben'jie'dai
资本结构 zi'ben'jie'gou
资本结构比率 zi'ben'jie'gou'bi'lv
资本结构决策 zi'ben'jie'gou'jue'ce
资本净额 zi'ben'jing'e
资本净收益 zi'ben'jing'shou'yi
资本净值 zi'ben'jing'zhi
资本开支 zi'ben'kai'zhi
资本款项 zi'ben'kuan'xiang
资本亏绌 zi'ben'kui'chu
资本亏损 zi'ben'kui'sun
资本扩张 zi'ben'kuo'zhang
资本利得 zi'ben'li'de
资本利得税 zi'ben'li'de'shui
资本利润 zi'ben'li'run
资本利润率 zi'ben'li'run'lv
資本利息 zi'ben'li'xi
资本利息 zi'ben'li'xi
资本流动 zi'ben'liu'dong
資本流入 zi'ben'liu'ru
资本流入 zi'ben'liu'ru
资本密集度 zi'ben'mi'ji'du
资本密集型 zi'ben'mi'ji'xing
资本免税额 zi'ben'mian'shui'e
资本明细表 zi'ben'ming'xi'biao
资本品 zi'ben'pin
资本设备 zi'ben'she'bei
资本升值 zi'ben'sheng'zhi
资本市场贝塔风险 zi'ben'shi'chang'bei'ta'feng'xian
资本市场利率 zi'ben'shi'chang'li'lv
资本市场票据 zi'ben'shi'chang'piao'ju
资本实力 zi'ben'shi'li
资本市值 zi'ben'shi'zhi
资本市值总额 zi'ben'shi'zhi'zong'e
资本收入 zi'ben'shou'ru
资本收益 zi'ben'shou'yi
资本收益率 zi'ben'shou'yi'lv
资本输出 zi'ben'shu'chu
资本赎回 zi'ben'shu'hui
资本赎回储备 zi'ben'shu'hui'chu'bei
资本赎回合约 zi'ben'shu'hui'he'yue
资本赎回业务 zi'ben'shu'hui'ye'wu
资本输入 zi'ben'shu'ru
资本税 zi'ben'shui
资本损失 zi'ben'sun'shi
资本所有权 zi'ben'suo'you'quan
资本投入 zi'ben'tou'ru
资本投资 zi'ben'tou'zi
资本投资基金 zi'ben'tou'zi'ji'jin
资本投资评价 zi'ben'tou'zi'ping'jia
资本退回 zi'ben'tui'hui
资本维护概念 zi'ben'wei'hu'gai'nian
资本现值 zi'ben'xian'zhi
资本项目 zi'ben'xiang'mu
资本消耗 zi'ben'xiao'hao
资本信用证书 zi'ben'xin'yong'zheng'shu
资本形成 zi'ben'xing'cheng
资本形成总额 zi'ben'xing'cheng'zong'e
资本性质 zi'ben'xing'zhi
资本性资产 zi'ben'xing'zi'chan
资本性资产计价模 zi'ben'xing'zi'chan'ji'jia'mo
资本雄厚 zi'ben'xiong'hou
资本需求 zi'ben'xu'qiu
资本验证 zi'ben'yan'zheng
资本因素 zi'ben'yin'su
资本盈余 zi'ben'ying'yu
资本与负债比率 zi'ben'yu'fu'zhai'bi'lv
资本预算 zi'ben'yu'suan
资本运作 zi'ben'yun'zuo
资本增益 zi'ben'zeng'yi
资本增值 zi'ben'zeng'zhi
资本增置 zi'ben'zeng'zhi
资本增值税 zi'ben'zeng'zhi'shui
资本增值债券 zi'ben'zeng'zhi'zhai'quan
资本帐 zi'ben'zhang
资本帐户 zi'ben'zhang'hu
资本账户 zi'ben'zhang'hu
资本帐户支出 zi'ben'zhang'hu'zhi'chu
资本证券 zi'ben'zheng'quan
资本周转率 zi'ben'zhou'zhuan'lv
资本主义 zi'ben'zhu'yi
资本转移税 zi'ben'zhuan'yi'shui
资本资产 zi'ben'zi'chan
资本资产定价模式 zi'ben'zi'chan'ding'jia'mo'shi
资本资产定价模型 zi'ben'zi'chan'ding'jia'mo'xing
资本资产账户 zi'ben'zi'chan'zhang'hu
资本总额 zi'ben'zong'e
资本总额收益率 zi'ben'zong'e'shou'yi'lv
资本组合数字 zi'ben'zu'he'shu'zi
资本租赁 zi'ben'zu'lin
自变量 zi'bian'liang
字伯阳 zi'bo'yang
自查补报 zi'cha'bu'bao
资产 zi'chan
资产报废 zi'chan'bao'fei
资产保护 zi'chan'bao'hu
资产保证 zi'chan'bao'zheng
资产变动表 zi'chan'bian'dong'biao
资产变动分析 zi'chan'bian'dong'fen'xi
资产变现 zi'chan'bian'xian
资产剥离 zi'chan'bo'li
资产拆卖 zi'chan'chai'mai
资产偿债能力 zi'chan'chang'zhai'neng'li
资产成本 zi'chan'cheng'ben
资产持有量 zi'chan'chi'you'liang
资产重估 zi'chan'chong'gu
资产重估价 zi'chan'chong'gu'jia
资产重估增值准备 zi'chan'chong'gu'zeng'zhi'zhun'bei
资产处置 zi'chan'chu'zhi
资产代码 zi'chan'dai'ma
资产担保 zi'chan'dan'bao



资产递增表 zi'chan'di'zeng'biao

资产对销科目 zi'chan'dui'xiao'ke'mu
资产分类 zi'chan'fen'lei
资产负债 zi'chan'fu'zhai
资产负债比 zi'chan'fu'zhai'bi
资产负债比率 zi'chan'fu'zhai'bi'lv
资产负债变动汇总 zi'chan'fu'zhai'bian'dong'hui'zong
资产负债表比率 zi'chan'fu'zhai'biao'bi'lv
资产负债表分类 zi'chan'fu'zhai'biao'fen'lei
资产负债表分析 zi'chan'fu'zhai'biao'fen'xi
资产负债表格式 zi'chan'fu'zhai'biao'ge'shi

资产负债表评价 zi'chan'fu'zhai'biao'ping'jia
资产负债表日期 zi'chan'fu'zhai'biao'ri'qi
资产负债表审计 zi'chan'fu'zhai'biao'shen'ji
资产负债表外 zi'chan'fu'zhai'biao'wai


资产负债表账户 zi'chan'fu'zhai'biao'zhang'hu
资产负债表总额 zi'chan'fu'zhai'biao'zong'e
资产负债管理 zi'chan'fu'zhai'guan'li
资产负债观念 zi'chan'fu'zhai'guan'nian
资产负债恒等式 zi'chan'fu'zhai'heng'deng'shi
资产负债汇总表 zi'chan'fu'zhai'hui'zong'biao
资产负债率 zi'chan'fu'zhai'lv
资产负债状况说明 zi'chan'fu'zhai'zhuang'kuang'shuo'ming
资产改进表 zi'chan'gai'jin'biao
资产公司 zi'chan'gong'si
资产构成 zi'chan'gou'cheng
资产构成比率 zi'chan'gou'cheng'bi'lv
资产估价 zi'chan'gu'jia
资产估值 zi'chan'gu'zhi
资产管理收入 zi'chan'guan'li'shou'ru
资产管理账户 zi'chan'guan'li'zhang'hu
资产规模 zi'chan'gui'mo
资产化 zi'chan'hua
资产化率 zi'chan'hua'lv
资产回报率 zi'chan'hui'bao'lv
资产回收率 zi'chan'hui'shou'lv
资产计价 zi'chan'ji'jia
资产加负债等于所 zi'chan'jia'fu'zhai'deng'yu'suo
资产价格泡沫 zi'chan'jia'ge'pao'mo
资产监督 zi'chan'jian'du
资产交易 zi'chan'jiao'yi
资产结构 zi'chan'jie'gou
资产净值 zi'chan'jing'zhi

资产盘亏 zi'chan'pan'kui
资产盘盈 zi'chan'pan'ying
资产配置决策 zi'chan'pei'zhi'jue'ce
资产评估 zi'chan'ping'gu
资产评估报告 zi'chan'ping'gu'bao'gao
资产评估理论 zi'chan'ping'gu'li'lun
资产评估师 zi'chan'ping'gu'shi
资产评估增值 zi'chan'ping'gu'zeng'zhi
资产清查 zi'chan'qing'cha
资产清偿序列 zi'chan'qing'chang'xu'lie
资产清单 zi'chan'qing'dan
資產清單 zi'chan'qing'shan
资产融资 zi'chan'rong'zi
资产使用年限 zi'chan'shi'yong'nian'xian
资产收益 zi'chan'shou'yi
资产收益率 zi'chan'shou'yi'lv
资产损失 zi'chan'sun'shi
资产投资 zi'chan'tou'zi
资产投资组合 zi'chan'tou'zi'zu'he
资产退役 zi'chan'tui'yi
资产业务 zi'chan'ye'wu
资产依托债券 zi'chan'yi'tuo'zhai'quan
资产游戏 zi'chan'you'xi
资产与负债 zi'chan'yu'fu'zhai
资产增值收入 zi'chan'zeng'zhi'shou'ru
资产帐户 zi'chan'zhang'hu
资产账户 zi'chan'zhang'hu
资产折旧 zi'chan'zhe'jiu
资产折旧幅度 zi'chan'zhe'jiu'fu'du
资产折旧年限幅度 zi'chan'zhe'jiu'nian'xian'fu'du
资产证明书 zi'chan'zheng'ming'shu
资产证券化 zi'chan'zheng'quan'hua
资产值 zi'chan'zhi
资产支持证券 zi'chan'zhi'chi'zheng'quan
资产置存损益 zi'chan'zhi'cun'sun'yi
资产质量 zi'chan'zhi'liang
资产质素 zi'chan'zhi'su
资产周转比率 zi'chan'zhou'zhuan'bi'lv
资产周转率 zi'chan'zhou'zhuan'lv
资产注入 zi'chan'zhu'ru
资产状况变动报告 zi'chan'zhuang'kuang'bian'dong'bao'gao
资产总额 zi'chan'zong'e
资产总额周转率 zi'chan'zong'e'zhou'zhuan'lv

资产租赁 zi'chan'zu'lin
自偿 zi'chang
自偿性 zi'chang'xing
自筹 zi'chou
自筹资金 zi'chou'zi'jin
自定成本 zi'ding'cheng'ben
自动曝光 zi'dong'bao'guang
自动报价 zi'dong'bao'jia
自动报价系统 zi'dong'bao'jia'xi'tong
自动变体 zi'dong'bian'ti
自动翻译 zi'dong'fan'yi
自动化教学 zi'dong'hua'jiao'xue
自动还本工程 zi'dong'huan'ben'gong'cheng
自动交易报价系统 zi'dong'jiao'yi'bao'jia'xi'tong
自动票据交换所 zi'dong'piao'ju'jiao'huan'suo
自动票据清算所 zi'dong'piao'ju'qing'suan'suo
自动清盘 zi'dong'qing'pan
自动取款机 zi'dong'qu'kuan'ji
自动实时投资交易系统 zi'dong'shi'shi'tou'zi'jiao'yi'xi'tong
自动适用 zi'dong'shi'yong
自动提取 zi'dong'ti'qu
自动调节机制 zi'dong'tiao'jie'ji'zhi
自动调整条款 zi'dong'tiao'zheng'tiao'kuan
自动调整系统 zi'dong'tiao'zheng'xi'tong
自动应答 zi'dong'ying'da
自动再投资 zi'dong'zai'tou'zi
自动债券系统 zi'dong'zhai'quan'xi'tong
自动转帐 zi'dong'zhuan'zhang
自动转账服务 zi'dong'zhuan'zhang'fu'wu
自发音变 zi'fa'yin'bian
资费标准 zi'fei'biao'zhun
字符 zi'fu
资格 zi'ge
资格股 zi'ge'gu
资格审查委员会 zi'ge'shen'cha'wei'yuan'hui
资格申请 zi'ge'shen'qing
资格预审投标方式 zi'ge'yu'shen'tou'biao'fang'shi
资格证书 zi'ge'zheng'shu
子公司会计 zi'gong'si'kuai'ji
自估税额 zi'gu'shui'e
自古以来就有 zi'gu'yi'lai'jiu'you
紫光古汉 zi'guang'gu'han
自行规管 zi'hang'gui'guan
字汇 zi'hui

自己对他人 zi'ji'dui'ta'ren
自己觉悟 zi'ji'jue'wu
自己觉悟了 zi'ji'jue'wu'le
自己掏腰包 zi'ji'tao'yao'bao
紫金 zi'jin
资金 zi'jin
资金表 zi'jin'biao
资金重估 zi'jin'chong'gu
資金充裕 zi'jin'chong'yu
资金充裕 zi'jin'chong'yu
资金筹集 zi'jin'chou'ji
资金错配 zi'jin'cuo'pei
紫金大厦 zi'jin'da'sha

资金短缺 zi'jin'duan'que
资金额度 zi'jin'e'du
资金方面 zi'jin'fang'mian
资金风险 zi'jin'feng'xian
资金供给 zi'jin'gong'ji
资金供应者 zi'jin'gong'ying'zhe
资金管理 zi'jin'guan'li
资金规模 zi'jin'gui'mo
资金回流 zi'jin'hui'liu
资金基础 zi'jin'ji'chu
资金集中风险 zi'jin'ji'zhong'feng'xian
资金紧绌 zi'jin'jin'chu
资金控制 zi'jin'kong'zhi
资金来源 zi'jin'lai'yuan
资金来源和支用表 zi'jin'lai'yuan'he'zhi'yong'biao
资金流动 zi'jin'liu'dong
资金流动净额 zi'jin'liu'dong'jing'e
资金流动性 zi'jin'liu'dong'xing
资金流量 zi'jin'liu'liang
资金流量表 zi'jin'liu'liang'biao
资金流量分析 zi'jin'liu'liang'fen'xi
資金流入 zi'jin'liu'ru
资金流入净额 zi'jin'liu'ru'jing'e
资金流向表 zi'jin'liu'xiang'biao
资金流转 zi'jin'liu'zhuan
资金流转分析 zi'jin'liu'zhuan'fen'xi
资金情况 zi'jin'qing'kuang
资金融通 zi'jin'rong'tong
资金申购 zi'jin'shen'gou
资金市场 zi'jin'shi'chang
资金时间价值 zi'jin'shi'jian'jia'zhi
资金时间价值计算 zi'jin'shi'jian'jia'zhi'ji'suan
资金实力 zi'jin'shi'li
资金收支表 zi'jin'shou'zhi'biao
紫金数码 zi'jin'shu'ma
紫金数码大厦 zi'jin'shu'ma'da'sha
资金外流 zi'jin'wai'liu
资金外流净额 zi'jin'wai'liu'jing'e
资金信托 zi'jin'xin'tuo
资金需求 zi'jin'xu'qiu
资金需求方 zi'jin'xu'qiu'fang
资金需求量 zi'jin'xu'qiu'liang
资金需要 zi'jin'xu'yao
资金应用 zi'jin'ying'yong
资金优势 zi'jin'you'shi
资金余额 zi'jin'yu'e
资金运用 zi'jin'yun'yong
资金再循环 zi'jin'zai'xun'huan
资金周转 zi'jin'zhou'zhuan
资金状况 zi'jin'zhuang'kuang
子句 zi'ju
字句标记 zi'ju'biao'ji
子句对等词语 zi'ju'dui'deng'ci'yu
子句连结 zi'ju'lian'jie
子句模式 zi'ju'mo'shi
子句终端 zi'ju'zhong'duan
自觉觉他 zi'jue'jue'ta
资历 zi'li
资历股份 zi'li'gu'fen
资料 zi'liao

資料披露 zi'liao'pi'lu
资料披露 zi'liao'pi'lu
資料披露方案 zi'liao'pi'lu'fang'an
自留额 zi'liu'e
自留额比率 zi'liu'e'bi'lv
自律 zi'lv
自律守则 zi'lv'shou'ze
自律组织 zi'lv'zu'zhi
自买 zi'mai
字谜 zi'mi
字面含义 zi'mian'han'yi
子名 zi'ming
字母 zi'mu
字母表 zi'mu'biao
字母文字 zi'mu'wen'zi
字母总和 zi'mu'zong'he
字母组合 zi'mu'zu'he
子女免税额 zi'nv'mian'shui'e
自平 zi'ping
自然辩证法 zi'ran'bian'zheng'fa


自然而然 zi'ran'er'ran
自然法 zi'ran'fa
自然规律 zi'ran'gui'lv

自然经济 zi'ran'jing'ji
自然就能 zi'ran'jiu'neng
自然科学 zi'ran'ke'xue
自然利率 zi'ran'li'lv
自然垄断 zi'ran'long'duan
自然卖方 zi'ran'mai'fang
自然派哲学家 zi'ran'pai'zhe'xue'jia
自然人 zi'ran'ren
自然融资 zi'ran'rong'zi
自然物 zi'ran'wu
自然性 zi'ran'xing
自然也有死 zi'ran'ye'you'si
自然义 zi'ran'yi
自然音变 zi'ran'yin'bian
自然营业年度 zi'ran'ying'ye'nian'du
自然与生活科技 zi'ran'yu'sheng'huo'ke'ji
自然语言 zi'ran'yu'yan
自然宇宙起源论 zi'ran'yu'zhou'qi'yuan'lun
自然灾害 zi'ran'zai'hai
自然哲学 zi'ran'zhe'xue
自然主义 zi'ran'zhu'yi
自然资本 zi'ran'zi'ben
自然资源 zi'ran'zi'yuan
自认 zi'ren
紫砂 zi'sha
紫砂壶 zi'sha'hu
自身估值 zi'shen'gu'zhi
自身和世界 zi'shen'he'shi'jie
自身经验 zi'shen'jing'yan
自身利益 zi'shen'li'yi
自身实际 zi'shen'shi'ji
自身实力 zi'shen'shi'li
自始 zi'shi
自始即不存在 zi'shi'ji'bu'cun'zai
字素 zi'su
字素变体 zi'su'bian'ti
字素代表关系 zi'su'dai'biao'guan'xi
字位 zi'wei
字位变体 zi'wei'bian'ti
字位学 zi'wei'xue

自我交易 zi'wo'jiao'yi
自我评税 zi'wo'ping'shui
自我委托人 zi'wo'wei'tuo'ren
自我约束 zi'wo'yue'shu
自我主义 zi'wo'zhu'yi
子系统 zi'xi'tong
仔细修订 zi'xi'xiu'ding
资信等级 zi'xin'deng'ji
资信调查 zi'xin'diao'cha
资信风险 zi'xin'feng'xian
资信证明 zi'xin'zheng'ming
资信状况 zi'xin'zhuang'kuang
自行 zi'xing
自行承担 zi'xing'cheng'dan
自行回避 zi'xing'hui'bi
自行恢复 zi'xing'hui'fu
自行恢复有关程序 zi'xing'hui'fu'you'guan'cheng'xu
自行监管 zi'xing'jian'guan
自行进行审查 zi'xing'jin'xing'shen'cha
自行进行实质审查 zi'xing'jin'xing'shi'zhi'shen'cha
自行修改 zi'xing'xiu'gai
自行制定 zi'xing'zhi'ding
自选股 zi'xuan'gu
自选列表 zi'xuan'lie'biao
自选数据 zi'xuan'shu'ju
自选同列 zi'xuan'tong'lie
自学进修 zi'xue'jin'xiu
咨询 zi'xun
资询 zi'xun
咨询报告 zi'xun'bao'gao

咨询电话 zi'xun'dian'hua
咨询费 zi'xun'fei
咨询服务 zi'xun'fu'wu
咨询公司 zi'xun'gong'si
咨询机构 zi'xun'ji'gou
咨询集团 zi'xun'ji'tuan
资讯教育 zi'xun'jiao'yu
咨询了 zi'xun'le
咨询人员 zi'xun'ren'yuan
咨询师 zi'xun'shi
咨询性言语 zi'xun'xing'yan'yu
咨询业务 zi'xun'ye'wu
咨询邮箱 zi'xun'you'xiang
咨询在线 zi'xun'zai'xian
字义 zi'yi
自仪 zi'yi
字义解释 zi'yi'jie'shi
字音对应文字 zi'yin'dui'ying'wen'zi
自印发票 zi'yin'fa'piao
自印收购发票 zi'yin'shou'gou'fa'piao
字音学 zi'yin'xue
自营股票 zi'ying'gu'piao
自营股票规模 zi'ying'gu'piao'gui'mo
自营交易商 zi'ying'jiao'yi'shang
自营收入 zi'ying'shou'ru
自营业务 zi'ying'ye'wu
自营业务规模 zi'ying'ye'wu'gui'mo
自营业务收入 zi'ying'ye'wu'shou'ru
自营账户 zi'ying'zhang'hu
自营职业收入 zi'ying'zhi'ye'shou'ru
自有 zi'you
自由变体 zi'you'bian'ti
自由变异 zi'you'bian'yi
自由财政储备 zi'you'cai'zheng'chu'bei
自由处分 zi'you'chu'fen
自由处分原则 zi'you'chu'fen'yuan'ze
自由词序 zi'you'ci'xu


自由兑换 zi'you'dui'huan
自由放任政策 zi'you'fang'ren'zheng'ce
自由浮动 zi'you'fu'dong
自由浮动汇率 zi'you'fu'dong'hui'lv
自由港 zi'you'gang
自有股份 zi'you'gu'fen
自由化 zi'you'hua
自由汇返 zi'you'hui'fan
自由汇率 zi'you'hui'lv
自由竟争 zi'you'jing'zheng
自由句 zi'you'ju
自由贸易 zi'you'mao'yi
自由企业制度 zi'you'qi'ye'zhi'du
自由市场 zi'you'shi'chang
自由市场经济 zi'you'shi'chang'jing'ji
自由替换成分 zi'you'ti'huan'cheng'fen
自由外汇 zi'you'wai'hui
自由现有技术 zi'you'xian'you'ji'shu
自由现有技术抗辩原则 zi'you'xian'you'ji'shu'kang'bian'yuan'ze
自由心证 zi'you'xin'zheng
自由性 zi'you'xing
自由形式 zi'you'xing'shi
自由意志 zi'you'yi'zhi
自由音节 zi'you'yin'jie
自由盈利 zi'you'ying'li
自由盈余 zi'you'ying'yu
自由与解放 zi'you'yu'jie'fang
自由语素 zi'you'yu'su
自由元音 zi'you'yuan'yin
自由债券 zi'you'zhai'quan
自由重音 zi'you'zhong'yin
自有资本 zi'you'zi'ben
自有资金 zi'you'zi'jin
子语 zi'yu
子语言 zi'yu'yan
资源 zi'yuan
自愿参加 zi'yuan'can'jia
資源分配 zi'yuan'fen'pei
资源分配 zi'yuan'fen'pei
自愿计划 zi'yuan'ji'hua
自愿交回 zi'yuan'jiao'hui
资源局 zi'yuan'ju
资源利用 zi'yuan'li'yong
自愿清算 zi'yuan'qing'suan
自愿让与 zi'yuan'rang'yu
资源商品化 zi'yuan'shang'pin'hua
自愿审计 zi'yuan'shen'ji
资源申请 zi'yuan'shen'qing
自愿申请破产 zi'yuan'shen'qing'po'chan
自愿许可 zi'yuan'xu'ke
资源优势 zi'yuan'you'shi
自制或外购决策 zi'zhi'huo'wai'gou'jue'ce
资助金 zi'zhu'jin
自助收购 zi'zhu'shou'gou
自主投资 zi'zhu'tou'zi
自主委托 zi'zhu'wei'tuo
自住业主津贴 zi'zhu'ye'zhu'jin'tie
自主音变 zi'zhu'yin'bian
自主账户 zi'zhu'zhang'hu
资助制度 zi'zhu'zhi'du
字字珠玑书中广论 zi'zi'zhu'ji'shu'zhong'guang'lun
总办事处 zong'ban'shi'chu
总表 zong'biao
总拨款 zong'bo'kuan
总部 zong'bu
总产出 zong'chan'chu
总产量 zong'chan'liang

总产值 zong'chan'zhi
总承包商 zong'cheng'bao'shang
总成本 zong'cheng'ben
总持仓量 zong'chi'cang'liang
总出纳 zong'chu'na
总代理 zong'dai'li



总店 zong'dian
总店控制账户 zong'dian'kong'zhi'zhang'hu
总店往来账户 zong'dian'wang'lai'zhang'hu
总额 zong'e
总额保证金制度 zong'e'bao'zheng'jin'zhi'du
总额突破 zong'e'tu'po
总分类帐 zong'fen'lei'zhang
总分类账 zong'fen'lei'zhang
总负债 zong'fu'zhai
总负债比净资产 zong'fu'zhai'bi'jing'zi'chan
总杠杆系数 zong'gang'gan'xi'shu
总工程师 zong'gong'cheng'shi
总供给 zong'gong'ji
总供给量 zong'gong'ji'liang
总供求 zong'gong'qiu
总供求模型 zong'gong'qiu'mo'xing
总行 zong'hang
总航运利润 zong'hang'yun'li'run
总航运入息 zong'hang'yun'ru'xi
总和 zong'he
综合保单 zong'he'bao'dan
综合报税表 zong'he'bao'shui'biao
综合保险 zong'he'bao'xian
综合比率 zong'he'bi'lv
综合查询 zong'he'cha'xun
综合纯利 zong'he'chun'li
综合大企业 zong'he'da'qi'ye

综合分析 zong'he'fen'xi
综合复合词 zong'he'fu'he'ci
综合国力 zong'he'guo'li
综合活动 zong'he'huo'dong
综合基金 zong'he'ji'jin
综合价格 zong'he'jia'ge
综合金融 zong'he'jin'rong
综合金融服务中心 zong'he'jin'rong'fu'wu'zhong'xin
综合金融业务 zong'he'jin'rong'ye'wu
综合净利润 zong'he'jing'li'run
综合净收益 zong'he'jing'shou'yi
综合净盈利 zong'he'jing'ying'li
綜合會計制度 zong'he'kuai'ji'zhi'du
综合率 zong'he'lv
综合年限法折旧 zong'he'nian'xian'fa'zhe'jiu
综合平衡 zong'he'ping'heng
综合评级 zong'he'ping'ji
综合软件 zong'he'ruan'jian
综合审计 zong'he'shen'ji
综合受理 zong'he'shou'li
综合收入 zong'he'shou'ru
综合收入帐 zong'he'shou'ru'zhang
综合收益 zong'he'shou'yi
综合数据处理 zong'he'shu'ju'chu'li
综合税 zong'he'shui
综合损益分界点 zong'he'sun'yi'fen'jie'dian
综合所得税 zong'he'suo'de'shui
综合险 zong'he'xian
综合现金赤字 zong'he'xian'jin'chi'zi
综合现金盈余 zong'he'xian'jin'ying'yu
综合性 zong'he'xing
综合性很强 zong'he'xing'hen'qiang
综合性经纪人 zong'he'xing'jing'ji'ren
综合型语言 zong'he'xing'yu'yan
综合有限委托系统 zong'he'you'xian'wei'tuo'xi'tong
综合预算 zong'he'yu'suan
综合帐目 zong'he'zhang'mu
综合折旧 zong'he'zhe'jiu
综合证明表 zong'he'zheng'ming'biao
综合指数 zong'he'zhi'shu
综合住户统计调查 zong'he'zhu'hu'tong'ji'diao'cha
综合资产负债表 zong'he'zi'chan'fu'zhai'biao
纵横 zong'heng
总计 zong'ji
总价 zong'jia
总价采购 zong'jia'cai'gou
总价法 zong'jia'fa
总检查长 zong'jian'cha'chang
宗教就是 zong'jiao'jiu'shi
总交易量 zong'jiao'yi'liang
宗教义务 zong'jiao'yi'wu
总金额 zong'jin'e
总经理 zong'jing'li

纵聚合关系语言项 zong'ju'he'guan'xi'yu'yan'xiang
总开支 zong'kai'zhi
总开支毛 zong'kai'zhi'mao
总空运利润 zong'kong'yun'li'run
总空运入息 zong'kong'yun'ru'xi
总会计 zong'kuai'ji
总会计师 zong'kuai'ji'shi
总款额 zong'kuan'e
总括保险 zong'kuo'bao'xian
总括保险单 zong'kuo'bao'xian'dan
总括抵押 zong'kuo'di'ya
总括订货单 zong'kuo'ding'huo'dan
